time,x,y,z,gx,gy,gz,barometer
0.087,-0.84,-0.38,0.35,0.53,-0.06,-0.05,1007.22
0.172,-0.84,-0.36,0.35,0.12,-0.02,0.00,1007.33
0.277,-0.84,-0.37,0.35,-0.06,-0.02,0.03,1007.32
0.354,-0.84,-0.37,0.36,0.08,-0.02,0.04,1007.34
0.433,-0.84,-0.37,0.35,-0.06,-0.01,0.03,1007.32
0.555,-0.85,-0.34,0.40,0.01,0.02,-0.03,1007.25
0.641,-0.85,-0.32,0.41,0.12,0.03,-0.01,1007.35
0.728,-0.80,-0.27,0.40,0.08,-0.04,0.21,1007.34
0.836,-0.73,-0.28,0.24,0.03,0.11,0.45,1007.35
0.927,-0.75,-0.32,0.15,0.17,0.80,0.56,1007.40
0.983,-1.00,-0.45,0.15,0.36,1.17,0.18,1007.49
1.089,-1.16,-0.42,0.34,0.74,1.00,-0.89,1007.35
1.172,-1.10,-0.38,0.31,0.37,-0.18,-1.19,1007.43
1.273,-1.05,-0.39,0.27,0.14,-0.61,-1.00,1007.37
1.37,-0.84,-0.37,0.27,0.24,-1.04,-0.30,1007.37
1.442,-0.70,-0.30,0.30,0.26,-1.00,0.28,1007.40
1.542,-0.68,-0.29,0.30,0.10,-0.89,0.85,1007.35
1.632,-0.69,-0.32,0.33,-0.35,-0.17,1.30,1007.21
1.747,-0.76,-0.34,0.33,-0.54,0.13,1.11,1007.35
1.818,-0.81,-0.39,0.27,-0.73,0.48,1.02,1007.28
1.905,-0.87,-0.46,0.19,-0.58,0.58,0.41,1007.34
1.973,-0.95,-0.47,0.16,-0.08,0.90,-0.03,1007.27
2.09,-1.10,-0.38,0.24,0.13,0.88,-0.67,1007.32
2.176,-1.11,-0.34,0.26,0.90,0.11,-0.94,1007.41
2.241,-1.10,-0.30,0.28,0.96,-0.31,-0.73,1007.41
2.241,-1.10,-0.30,0.28,0.96,-0.31,-0.73,1007.41
2.498,-1.10,-0.30,0.28,0.96,-0.31,-0.73,1007.43
2.558,-0.75,-0.23,0.29,0.01,-0.76,0.69,1007.28
2.624,-0.80,-0.26,0.30,-0.12,-0.53,1.04,1007.32
2.727,-0.81,-0.28,0.30,-0.44,0.26,1.00,1007.35
2.829,-0.80,-0.32,0.22,-0.68,0.53,0.75,1007.22
2.91,-0.66,-0.33,0.13,-0.67,1.02,0.67,1007.36
3.007,-1.05,-0.32,0.10,-0.20,0.68,0.26,1007.42
3.098,-1.14,-0.33,0.23,0.73,0.99,-0.60,1007.31
3.174,-1.16,-0.31,0.18,0.98,0.12,-1.10,1007.35
3.288,-1.19,-0.29,0.20,1.08,-0.28,-1.20,1007.29
3.367,-1.09,-0.23,0.26,1.17,-0.78,-0.96,1007.35
3.44,-0.81,-0.20,0.31,0.37,-1.24,0.02,1007.37
3.559,-0.72,-0.19,0.31,0.15,-1.10,0.56,1007.30
3.643,-0.73,-0.21,0.31,-0.08,-0.87,1.14,1007.35
3.716,-0.75,-0.23,0.31,-0.51,-0.08,1.29,1007.32
3.829,-0.82,-0.30,0.22,-0.68,0.46,1.09,1007.26
