time,x,y,z,gx,gy,gz,barometer
0.067,-0.85,-0.36,0.38,0.53,-0.06,-0.05,1007.22
0.105,-0.84,-0.38,0.35,-0.17,-0.07,-0.01,1007.22
0.172,-0.84,-0.36,0.35,0.12,-0.02,0.00,1007.33
0.222,-0.84,-0.37,0.35,0.12,-0.02,0.00,1007.38
0.288,-0.84,-0.36,0.36,-0.06,-0.02,0.03,1007.32
0.354,-0.84,-0.37,0.36,0.08,-0.02,0.04,1007.34
0.429,-0.84,-0.37,0.36,-0.03,-0.03,0.05,1007.32
0.488,-0.84,-0.37,0.35,-0.06,-0.01,0.03,1007.25
0.514,-0.84,-0.38,0.35,0.01,0.02,-0.03,1007.25
0.583,-0.85,-0.34,0.40,0.08,0.06,-0.10,1007.39
0.641,-0.85,-0.32,0.41,0.12,0.03,-0.01,1007.35
0.688,-0.80,-0.27,0.40,0.12,0.03,-0.01,1007.35
0.755,-0.78,-0.27,0.30,0.08,-0.04,0.21,1007.34
0.836,-0.73,-0.28,0.24,0.03,0.11,0.45,1007.35
0.889,-0.75,-0.32,0.15,-0.02,0.45,0.57,1007.40
0.931,-0.75,-0.32,0.15,0.17,0.80,0.56,1007.23
0.983,-1.00,-0.45,0.15,0.36,1.17,0.18,1007.49
1.057,-1.10,-0.45,0.21,0.74,1.00,-0.89,1007.35
1.114,-1.16,-0.42,0.34,0.41,0.50,-1.30,1007.35
1.172,-1.10,-0.38,0.31,0.37,-0.18,-1.19,1007.43
1.222,-1.05,-0.39,0.27,0.37,-0.18,-1.19,1007.35
1.293,-1.03,-0.41,0.26,0.14,-0.61,-1.00,1007.37
1.356,-0.84,-0.37,0.27,0.26,-0.90,-0.74,1007.37
1.397,-0.84,-0.37,0.27,0.24,-1.04,-0.30,1007.40
1.467,-0.70,-0.30,0.30,0.26,-1.00,0.28,1007.22
1.542,-0.68,-0.29,0.30,0.10,-0.89,0.85,1007.35
1.574,-0.70,-0.30,0.30,-0.12,-0.46,1.21,1007.35
1.632,-0.69,-0.32,0.33,-0.35,-0.17,1.30,1007.21
1.7,-0.76,-0.34,0.33,-0.54,0.13,1.11,1007.35
1.771,-0.81,-0.39,0.27,-0.73,0.48,1.02,1007.35
1.823,-0.72,-0.40,0.22,-0.73,0.48,1.02,1007.28
1.887,-0.72,-0.40,0.22,-0.78,1.03,0.51,1007.34
1.957,-0.87,-0.46,0.19,-0.58,0.58,0.41,1007.27
1.973,-0.95,-0.47,0.16,-0.08,0.90,-0.03,1007.27
2.044,-1.06,-0.46,0.18,0.13,0.88,-0.67,1007.32
2.109,-1.10,-0.38,0.24,0.81,0.71,-0.95,1007.50
2.176,-1.11,-0.34,0.26,0.90,0.11,-0.94,1007.41
2.238,-1.10,-0.30,0.28,0.90,0.11,-0.94,1007.41
2.241,-1.10,-0.30,0.28,0.96,-0.31,-0.73,1007.41
2.241,-1.10,-0.30,0.28,0.96,-0.31,-0.73,1007.41
2.498,-1.10,-0.30,0.28,0.96,-0.31,-0.73,1007.43
2.498,-1.10,-0.30,0.28,0.96,-0.31,-0.73,1007.43
2.524,-0.76,-0.22,0.31,0.01,-0.76,0.69,1007.28
2.588,-0.75,-0.23,0.29,-0.12,-0.53,1.04,1007.32
2.656,-0.80,-0.26,0.30,-0.15,-0.30,0.99,1007.32
2.709,-0.81,-0.28,0.30,-0.44,0.26,1.00,1007.34
2.758,-0.66,-0.27,0.27,-0.44,0.26,1.00,1007.35
2.829,-0.80,-0.32,0.22,-0.68,0.53,0.75,1007.22
2.892,-0.66,-0.33,0.13,-0.65,0.67,0.78,1007.36
2.943,-0.66,-0.33,0.13,-0.67,1.02,0.67,1007.30
3.007,-1.05,-0.32,0.10,-0.20,0.68,0.26,1007.42
3.077,-1.16,-0.39,0.15,0.73,0.99,-0.60,1007.31
3.102,-1.14,-0.33,0.23,0.81,0.59,-0.97,1007.31
3.174,-1.16,-0.31,0.18,0.98,0.12,-1.10,1007.35
3.242,-1.16,-0.31,0.18,0.98,0.12,-1.10,1007.38
3.292,-1.09,-0.23,0.26,1.08,-0.28,-1.20,1007.29
3.367,-1.09,-0.23,0.26,1.17,-0.78,-0.96,1007.35
3.427,-0.81,-0.20,0.31,0.83,-1.09,-0.65,1007.35
3.492,-0.76,-0.18,0.31,0.37,-1.24,0.02,1007.37
3.508,-0.76,-0.18,0.31,0.15,-1.10,0.56,1007.30
3.582,-0.72,-0.19,0.31,-0.08,-0.87,1.14,1007.35
3.647,-0.73,-0.21,0.31,-0.20,-0.44,1.29,1007.35
3.713,-0.75,-0.23,0.31,-0.51,-0.08,1.29,1007.28
3.782,-0.67,-0.24,0.27,-0.51,-0.08,1.29,1007.32
3.829,-0.82,-0.30,0.22,-0.68,0.46,1.09,1007.26
